time,odo_x,odo_y,odo_theta,odo_v,odo_w,enc_left,enc_right
2816,0.00044526,-0.00000169,-0.00378949,0,0,-2,-49
2866,0.00044526,-0.00000169,0.00757898,0.07857619,0.22291119,4,-37
2916,0.00429538,0.00002749,0.01705271,0.26806776,0.19334134,31,-5
2966,0.01769682,0.00025605,0.01894745,0.2003693,0.0378949,53,18
3016,0.02771349,0.00044586,0.01515796,0.18701134,-0.0757898,75,38
3066,0.03706298,0.00058759,0.01705271,0.16474809,0.0378949,93,57
3116,0.04529919,0.00072805,0.01894745,0.16474809,0.0378949,111,76
3166,0.0533704,0.000881,0.02273694,0.2544372,0.07733654,138,105
3216,0.0658346,0.00116445,0.02463169,0.17719734,0.03866827,157,125
3266,0.07575464,0.00140884,0.02463169,0.15902325,0,177,145
3316,0.08370339,0.00160467,0.02842118,0.24044315,0.0757898,203,173
3366,0.09572069,0.00194631,0.02842118,0.17810604,0,223,193
3416,0.10551257,0.00222468,0.02842118,0.16191458,0,243,213
3466,0.11360503,0.00245474,0.02842118,0.23153785,0,269,239
3516,0.12517724,0.00278373,0.03221067,0.16920074,0.0757898,287,259
3566,0.13363289,0.00305618,0.03221067,0.17810604,0,307,279
3616,0.14253358,0.00334298,0.03221067,0.18701134,0,328,300
3666,0.15169238,0.00363809,0.03410541,0.18628438,0.03866827,348,321
3719,0.16100118,0.0039557,0.03410541,0.24044315,0,375,348
3769,0.17277604,0.00435744,0.0378949,0.18174086,0.07733654,394,369
3819,0.18185656,0.00470171,0.0378949,0.16920074,0,413,388
3869,0.19031053,0.00502222,0.03978965,0.18255869,0.0378949,433,409
3919,0.19943124,0.00538533,0.04168439,0.17365339,0.0378949,452,429
3975,0.20810636,0.00574715,0.05494761,0.27161171,0.26526432,479,463
4025,0.22139525,0.00647808,0.04547388,0.14993621,-0.19334134,498,477
4075,0.22888431,0.00681887,0.04547388,0.17810604,0,518,497
4125,0.23778041,0.00722369,0.04547388,0.16920074,0,537,516
4175,0.2462317,0.00760827,0.04736863,0.18255869,0.0378949,557,537
4225,0.25534939,0.00804049,0.04926337,0.24489581,0.0378949,584,565
4275,0.26757933,0.00864346,0.04926337,0.17810604,0,604,585
4325,0.27629594,0.00907322,0.04926337,0.17265381,0,623,604
4375,0.28491815,0.00949832,0.05115812,0.18255869,0.0378949,643,625
4425,0.29403415,0.00996509,0.04926337,0.18255869,-0.0378949,664,645
4475,0.30369802,0.01044155,0.04926337,0.22683316,0,691,672
4525,0.31479936,0.01098888,0.04926337,0.18174086,0,711,692
4575,0.32387538,0.01143636,0.04926337,0.16920074,0,730,711
4625,0.33232515,0.01185296,0.04926337,0.17810604,0,750,731
4675,0.34121965,0.01229149,0.05305286,0.23153785,0.0757898,775,758
4725,0.35278025,0.01290539,0.05494761,0.17365339,0.0378949,794,778
4775,0.36144982,0.01338224,0.05684235,0.18255869,0.0378949,814,799
4825,0.37056301,0.01390081,0.0587371,0.17365339,0.0378949,833,819
4875,0.37905735,0.01440032,0.0587371,0.18174086,0,853,839
4925,0.38812873,0.01493376,0.06252659,0.23153785,0.0757898,878,866
4975,0.39945191,0.01564268,0.06063184,0.18628438,-0.03866827,899,886
5025,0.40874901,0.01620707,0.06252659,0.18255869,0.0378949,919,907
5075,0.41767691,0.01676603,0.06442133,0.17719734,0.03866827,938,927
5125,0.4265184,0.0173364,0.06252659,0.18255869,-0.0378949,959,947
